EOS2-20ms-4000f001_MIA-Filter-10pt.trc 
frametime: 0.02 s
pixelsize: 0.16 micron
minpointMSD: 10
pourcentage_trajectory: 60
number length(frame) intersect_MSD(um^2) Dinst(micron^2/s)  D(micron^2/s)   V(micron/s) r2/t(um2/s) R-square(D,V)   adjusted_R-square(D,V)  Vseul   R-square(Vseul) adjusted_R-square(Vseul)    Dseul R-square(Dseul)   adjusted_R-square(Dseul)  a2   A2 b alpha R-square-alpha 
7164             18    0.099426511     0.85609101     0.17163866 2.2098494e-005      1.4549859     0.53560262     0.47987494      1.4681169     0.41186569     0.36662459     0.17165461     0.53560262     0.49987975    0.091467896     0.69288096     0.43033773     0.36394618     0.63968344
7337             17    0.024076983      1.1211628     0.36121466      5.4522304      10.454474     0.99986266     0.99984474      6.1451562     0.99917259     0.99910364      1.5872039     0.99119767     0.99046414   0.0030503975     0.98787251      15.298682      1.4802589     0.99828468
7351             18   0.0029717232    0.013009744   0.0078882785 1.1810565e-005    0.067175141     0.91686504     0.90688884     0.37158503     0.85004356     0.83850845   0.0078931929     0.91686231      0.9104671     0.42488716     0.16290904    0.018156476     0.44744919      0.9218631
7380             24   0.0072233376      0.4702828     0.17316962      3.2902105      1.7779799     0.99987356     0.99986273      3.7545104     0.99853234      0.9984508     0.68085346     0.98685893     0.98612887   0.0028446118     0.98868601      7.8757515      1.6229342     0.99895074
7391             20  -0.0056072752     0.46536136     0.27170429      2.5852466      3.3616254     0.99972081      0.9996909      3.3334952     0.99572159     0.99542653     0.65524309     0.99120227     0.99059553   0.0019662988     0.99216564      5.1951404      1.4728956      0.9994735
7507             59    0.034459151     0.17631599     0.10390671 1.5154074e-006     0.68813753     0.98700083      0.9865815     0.81367728     0.93159135     0.93013585     0.10391234     0.98700082     0.98672424     0.36876049     0.21268332     0.37812207     0.66262014     0.98696118
7543             17   0.0029942817      0.5466678     0.02266492       4.568155      5.5788402     0.99997852     0.99997572      4.6227461     0.99996739     0.99996467     0.88202438     0.98242825     0.98096394  0.00018582685     0.99925697      18.576517      1.9180757     0.99991066
7544             27   0.0016810554     0.30520684     0.14030916      2.5516274      2.4712764      0.9999295     0.99992421      2.9354972     0.99916589     0.99912521     0.50457472     0.99380207     0.99349973   0.0029916808     0.98810456      4.8371255       1.566264       0.999575
7583             17    0.013100391    0.057989918    0.038357637     0.68631664     0.14768183     0.98627145     0.98448077      1.0973088     0.97050026     0.96804195    0.061635041     0.98012125     0.97846469     0.14782254     0.55120174     0.16078604     0.64506447     0.96073742
7639             21   0.0084526163    0.038729557    0.043451187 1.4558762e-005    0.055101353     0.97971813     0.97768994     0.86167607     0.93810266     0.93410928    0.043464551     0.97971808     0.97840957    0.059330899     0.78851594     0.10906323     0.59834786     0.97401251
7680             19  0.00012985587     0.26289255     0.22123547 5.1155755e-005     0.43153129     0.99654835     0.99616484      2.1609614     0.95768124     0.95465848     0.22123805     0.99654835     0.99630181    0.018068033     0.93027038     0.83142786     0.97092375     0.99676479
7795             19     0.01251007    0.059750301    0.022808428  2.274573e-005     0.18801665     0.68915581     0.65461756     0.63430195     0.63877259     0.61297063    0.022810885     0.68915545     0.66695227      0.1547382     0.53581568    0.052454567     0.36107639     0.73007544
7922             17   -0.022479746     0.80110144     0.66378978     0.33542184      4.5158956      0.9932639     0.99238528       3.848881     0.98043562     0.97880525     0.66864025     0.99326319     0.99270178  0.00071114919     0.99715944      3.5103457      1.1751484     0.99236971
8187             24     0.00310214   0.0029833109   0.0015153908 2.3641202e-005  0.00099359233     0.45296285     0.40607395      0.1324622     0.35403615     0.31814926   0.0015238411     0.45295007     0.42255841     0.73285067    0.023767631   0.0058813356     0.18545259     0.53936231
8209             17   0.0039441238     0.35605589     0.16690833      2.7252782      1.5756049     0.99885742     0.99870839      3.3736163     0.99708748     0.99684477     0.44204759     0.99337857     0.99282678   0.0049637059     0.98034083      3.9899458      1.4187808     0.99855119
8260             17    0.018412881     0.33321194     0.11360938      3.0566584     0.55109301     0.99955928     0.99950179      3.4503554     0.99860572     0.99848953     0.48492737      0.9881923     0.98720832   0.0094613263     0.96286079      3.9900285      1.3728994      0.9962246
8641             20    0.022383531     0.72060833     0.15275281      4.8035911      8.0845252     0.99992503       0.999917      5.0917684     0.99968755       0.999666      1.3036223     0.98544214     0.98443815  0.00082569101     0.99670268      15.072151      1.6494063     0.99854665
8666             23    0.055880506     0.15620956    0.028863953 1.7031152e-005      0.8370668     0.37701274     0.32037753     0.54770195     0.28338105     0.24122699    0.028856471     0.37701272     0.34036641    0.098920484     0.67234735      0.1096092     0.19009811     0.45987337
8675             20  -0.0059461542      0.3475702     0.26000444      2.6603603      2.4744837      0.9967932     0.99644962      3.3638623     0.99117932       0.990571      0.6673076     0.98210925      0.9808754    0.054651563     0.80346288      5.5526783      1.5109367     0.99758952
8694             18    0.031118458     0.82436774     0.19891167      5.1345022      7.8522678     0.99962114     0.99957567      5.5092405     0.99930575     0.99925235      1.3735498     0.98730752     0.98633118   0.0019402661     0.99226897      14.741444      1.5539277     0.99806165
8917             48    0.030727267     0.23982744     0.13816393 3.4135919e-005     0.46557948     0.96389781     0.96245372     0.97257955     0.89751859     0.89482171      0.1381678      0.9638978     0.96294775     0.25938659     0.34583186     0.45681528     0.63454845     0.98283009
8925             17   0.0022005809      0.1633127    0.079449184  2.618131e-008      1.0160799     0.97761232     0.97469218       1.201327     0.95115019     0.94707937    0.079453282     0.97761231     0.97574667  0.00088422466     0.99646935     0.24939544     0.84799345     0.98099703
8952             17   0.0081253946     0.52684261     0.17724127      3.8283439      3.3125638     0.99974019     0.99970631      4.3433738     0.99861973     0.99850471     0.72171677     0.98775496     0.98673454    0.012276116     0.95207932      8.7633602      1.5704755     0.99867855
8962             20   0.0041480766     0.24955628    0.024199584      3.0767556      4.0055755     0.99997251     0.99996956      3.1587002     0.99994638     0.99994269     0.42216172     0.99201078      0.9914598   0.0001478295     0.99940886      7.2274759      1.8022491     0.99963131
9120             51    0.010769674    0.023570566   0.0071435188 4.6959633e-005    0.041786341     0.67144444     0.65912361     0.21223517     0.56619366      0.5554824   0.0071527366     0.67144323     0.66333072     0.01456463     0.94340214    0.030287101     0.31134574     0.75853375
9190             40   0.0041097282    0.002059584  0.00062515184 5.7113976e-006    0.018591018     0.28013438     0.24530218    0.060350914     0.18137021     0.15538197  0.00063237892     0.28007245      0.2572176     0.44500359     0.14751715   0.0057369523     0.11860704     0.39651965
9210             18   0.0034954499    0.009685025   0.0027546564 1.4934527e-006   0.0041591314     0.52056302     0.46303058     0.19003623      0.4007269     0.35462897   0.0027511885     0.52056211     0.48368227    0.062141053     0.77966971   0.0082785855     0.22745737     0.64897057
9272             17    0.015955386     0.35816554    0.030488097      3.6343019      3.1219549      0.9997694     0.99973932      3.7177322     0.99968129     0.99965473     0.64490454     0.96152906     0.95832315    0.017881058     0.93096662      9.1016447      1.7412814     0.99729928
9301             29   0.0005603092    0.046175798    0.043920874     0.29500069    0.096989435     0.99932412     0.99927696     0.88710037     0.99258645     0.99224947    0.048784329     0.99923128     0.99919634   0.0018146329     0.99276774     0.19664842      1.0001579     0.99922151
9314             26 -0.00049160518     0.31032389     0.26023002 3.3805642e-006     0.83771508     0.99358456     0.99307808      1.8430786     0.95410105     0.95174726     0.26023512     0.99358456     0.99325556     0.20487599     0.43549687      0.9594129     0.95416513     0.99403514
9375             20    -0.03411945      1.3872834      1.1026318      3.2510615      6.6780717     0.99963842     0.99959968      5.6578623     0.99535482     0.99503446       1.575662     0.99873247     0.99864506    0.020481443     0.92132979      10.572266      1.3125057     0.99971374
9511             19    0.013764079     0.41454652    0.022159887      4.0284803      5.0372855     0.99982355     0.99980395      4.0800584     0.99979422     0.99977952     0.80332868     0.95970804     0.95683004   0.0021102584     0.99159448      13.073198      1.8392982     0.99867608
9599             32  -0.0019095764     0.64513258     0.35860219      3.2558224      7.1360011     0.99996291     0.99996059      3.9477826     0.99884025     0.99879292      1.0241102     0.99553155     0.99534916    0.024099071     0.90808713      8.6231308      1.5289458     0.99967405
9699             24    0.027615121     0.54495338   -0.088249667      5.0825462      9.8681296     0.99994297     0.99993808      4.9462827     0.99984943     0.99984107      1.3971844     0.97017323     0.96851619 6.7238524e-005     0.99973108      23.330844      1.9569486     0.99949031
9728             18  -0.0023070261      1.1136637     0.37592746      5.1493021       11.46199     0.99930791     0.99922486      5.8508718     0.99855816     0.99844725      1.5668211     0.99114889     0.99046804  0.00036873384     0.99852615       18.66982      1.6379978     0.99898449
9731             24    0.035011155     0.21711568     0.14532212      1.5478061     0.69713411     0.99342925     0.99286605      2.1348239     0.98430569     0.98343378     0.29300595     0.98315409      0.9822182    0.064589234      0.7720414      1.1724404      0.9581736      0.9789885
9812            142   0.0048939471   0.0059383128  0.00038554888   0.0032581246   0.0090729627     0.53765546     0.53167686    0.029040317     0.46406694     0.45946666  0.00039330539     0.53758996     0.53362078     0.14407764     0.55970314   0.0065996106     0.14407672     0.63860073
9826             19    0.013238006              0  -0.0062096005     0.36278897    0.039004577       0.182789    0.091987781     0.17781041     0.14092438    0.079561831    0.001528687     0.11406773    0.050786858     0.48172657     0.12234374    0.013814783     0.03577207     0.10102676
